job_id,job_title,salary_usd,location,work_type,experience_level,industry,company_size,skills_required,num_skills,post_date,applicants
JP-10152,Analytics Engineer,131000,"Atlanta, GA",On-Site,Mid (3-5 yrs),Technology,Large (1001-5000),"Databricks, BigQuery, Power BI, Looker, Java, XGBoost, TensorFlow, Redshift",8,2025-02-23,86
JP-10153,Business Analyst,70000,"Portland, OR",On-Site,Mid (3-5 yrs),Government,Mid-Market (201-1000),"MySQL, MongoDB, Git, Looker",4,2025-12-18,97
JP-10154,Business Analyst,76000,"Miami, FL",On-Site,Lead (10+ yrs),Healthcare,Large (1001-5000),"Scala, SQL, Looker",3,2025-09-25,69
JP-10155,Data Analyst,57000,"Denver, CO",Remote,Entry (0-2 yrs),Media,Startup (1-50),"PostgreSQL, MySQL, Tableau",3,2025-05-02,201
JP-10156,Data Scientist,92000,"Phoenix, AZ",Hybrid,Entry (0-2 yrs),Finance,Large (1001-5000),"Python, SQL, MongoDB, MySQL, Google Sheets",5,2025-12-16,103
JP-10157,Data Analyst,82000,Remote,Remote,Entry (0-2 yrs),Technology,Large (1001-5000),"Git, Airflow, Looker, R",4,2025-02-07,203
JP-10158,BI Analyst,71000,"Boston, MA",Remote,Entry (0-2 yrs),Healthcare,Small (51-200),"Looker, Google Sheets, Python",3,2025-02-28,184
JP-10159,Data Engineer,151000,"Atlanta, GA",On-Site,Senior (6-10 yrs),Insurance,Large (1001-5000),"Databricks, Git, Docker, MongoDB, MySQL, Python",6,2025-11-17,83
JP-10160,Data Analyst,65000,"Miami, FL",On-Site,Mid (3-5 yrs),Technology,Enterprise (5000+),"TensorFlow, Java, Python, Excel",4,2025-07-18,85
JP-10161,Data Scientist,118000,"Denver, CO",Hybrid,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"MySQL, XGBoost, Looker, AWS, Spark MLlib, Databricks, Scala, Tableau",8,2025-06-02,112
JP-10162,Senior Data Engineer,184000,"Nashville, TN",On-Site,Senior (6-10 yrs),Insurance,Large (1001-5000),"Docker, GCP, Python, Excel, Azure",5,2025-04-24,82
JP-10163,Data Engineer,154000,"Chicago, IL",Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"MySQL, Airflow, AWS, Scala, PyTorch, Java, GCP, dbt",8,2025-10-17,108
JP-10164,Senior Data Scientist,168000,"Phoenix, AZ",On-Site,Senior (6-10 yrs),Media,Small (51-200),"Google Sheets, Snowflake, PostgreSQL, Excel, TensorFlow, PyTorch, Scala, AWS, Redshift, SQL",10,2025-01-19,83
JP-10165,Senior Data Scientist,174000,"Dallas, TX",On-Site,Lead (10+ yrs),Finance,Mid-Market (201-1000),"R, SQL, Azure, TensorFlow, Excel, Redshift, Spark MLlib",7,2025-04-23,69
JP-10166,BI Analyst,70000,"Austin, TX",Remote,Mid (3-5 yrs),Healthcare,Small (51-200),"Google Sheets, Tableau",2,2025-05-15,131
JP-10167,Data Engineer,149000,"Portland, OR",Hybrid,Senior (6-10 yrs),Education,Mid-Market (201-1000),"Docker, Snowflake, R, dbt, MongoDB, Databricks",6,2025-11-05,94
JP-10168,BI Analyst,110000,"New York, NY",Remote,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"Azure, Power BI, R",3,2025-03-27,140
JP-10169,Senior Data Analyst,162000,"Seattle, WA",On-Site,Senior (6-10 yrs),Technology,Large (1001-5000),"Azure, Google Sheets, Python, SQL, MongoDB, Excel, MySQL, Databricks",8,2025-07-17,80
JP-10170,Data Analyst,104000,"San Francisco, CA",Hybrid,Mid (3-5 yrs),Manufacturing,Enterprise (5000+),"Databricks, Google Sheets, Tableau, Scala, AWS",5,2025-12-24,75
JP-10171,Senior Data Scientist,185000,"Austin, TX",On-Site,Senior (6-10 yrs),Retail,Enterprise (5000+),"Airflow, Python, Scala, Power BI, PostgreSQL, Spark MLlib",6,2025-02-24,64
JP-10172,Data Analyst,68000,"Miami, FL",Remote,Mid (3-5 yrs),Finance,Enterprise (5000+),"Kafka, Java, R, Power BI",4,2025-12-04,110
JP-10173,Data Analyst,74000,"Austin, TX",On-Site,Entry (0-2 yrs),Healthcare,Enterprise (5000+),"Python, Tableau, Scala, MongoDB, Google Sheets",5,2025-07-25,99
JP-10174,Data Engineer,194000,"Dallas, TX",On-Site,Lead (10+ yrs),Manufacturing,Large (1001-5000),"Git, dbt, MongoDB, R, MySQL",5,2025-07-24,79
JP-10175,Business Analyst,62000,"Denver, CO",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Scala, Java, R",3,2025-05-14,71
JP-10176,Data Analyst,50000,"Dallas, TX",Hybrid,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Excel, Scala",2,2025-12-15,103
JP-10177,Data Scientist,80000,"Portland, OR",Remote,Entry (0-2 yrs),Retail,Startup (1-50),"Kafka, GCP, MongoDB, BigQuery, PyTorch",5,2025-04-04,151
JP-10178,ML Engineer,121000,"Miami, FL",On-Site,Mid (3-5 yrs),Consulting,Mid-Market (201-1000),"Git, Scikit-learn, R, Airflow, Spark MLlib",5,2025-11-14,76
JP-10179,Business Analyst,61000,"Nashville, TN",On-Site,Entry (0-2 yrs),Technology,Large (1001-5000),"Google Sheets, Snowflake",2,2025-12-18,116
JP-10180,BI Analyst,70000,"Atlanta, GA",Remote,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Looker, Redshift",2,2025-07-07,212
JP-10181,Senior Data Analyst,122000,"Denver, CO",Hybrid,Senior (6-10 yrs),Finance,Large (1001-5000),"Docker, Looker, dbt, Scala, Power BI",5,2025-11-19,89
JP-10182,Data Scientist,96000,"Minneapolis, MN",On-Site,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"Spark MLlib, PostgreSQL, Python, R, Snowflake, GCP",6,2025-05-26,72
JP-10183,Business Analyst,82000,"Miami, FL",Hybrid,Senior (6-10 yrs),Finance,Large (1001-5000),"Google Sheets, MongoDB, Excel, Scala, R",5,2025-07-05,83
JP-10184,BI Analyst,79000,"Dallas, TX",Hybrid,Senior (6-10 yrs),Technology,Small (51-200),"Tableau, Databricks, Airflow, Docker, AWS, Scikit-learn, Python, MongoDB",8,2025-12-06,87
JP-10185,Business Analyst,66000,"Nashville, TN",On-Site,Senior (6-10 yrs),Insurance,Mid-Market (201-1000),"Google Sheets, Power BI",2,2025-09-26,80
JP-10186,Data Engineer,98000,"Dallas, TX",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Git, R, Azure, GCP, Docker, MySQL, MongoDB",7,2025-10-15,79
JP-10187,Data Scientist,133000,"Austin, TX",On-Site,Senior (6-10 yrs),Technology,Large (1001-5000),"Excel, Azure, Spark MLlib, dbt, Looker, Scala, Redshift, Kafka, XGBoost, SQL",10,2025-04-30,74
JP-10188,Data Analyst,77000,"San Francisco, CA",Remote,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"Tableau, Power BI, Airflow, Python, BigQuery, SQL, Databricks, MySQL, Docker",9,2025-09-24,120
JP-10189,Data Engineer,177000,"Austin, TX",Hybrid,Lead (10+ yrs),Technology,Enterprise (5000+),"Python, AWS, Scala, Docker, MongoDB",5,2025-01-05,68
JP-10190,ML Engineer,162000,"Portland, OR",Hybrid,Mid (3-5 yrs),Media,Large (1001-5000),"PyTorch, Airflow, Redshift, dbt, Scala",5,2025-01-11,85
JP-10191,Senior Data Engineer,253000,"Boston, MA",Remote,Senior (6-10 yrs),Finance,Enterprise (5000+),"Databricks, Redshift, Scala, MongoDB, R, dbt",6,2025-01-10,104
JP-10192,Data Engineer,127000,"Boston, MA",Hybrid,Entry (0-2 yrs),Insurance,Mid-Market (201-1000),"PostgreSQL, Snowflake, Java, Airflow, MySQL",5,2025-02-20,121
JP-10193,Data Analyst,59000,"Miami, FL",Hybrid,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"Excel, Tableau, Python",3,2025-12-29,74
JP-10194,Data Analyst,100000,"Portland, OR",Hybrid,Senior (6-10 yrs),Technology,Large (1001-5000),"Databricks, Azure, Power BI, Python",4,2025-12-26,82
JP-10195,Data Engineer,133000,"Nashville, TN",Remote,Mid (3-5 yrs),Finance,Small (51-200),"SQL, Snowflake, dbt, Git, Redshift, GCP, Java",7,2025-01-01,132
JP-10196,BI Analyst,73000,Remote,Remote,Mid (3-5 yrs),Government,Large (1001-5000),"R, Looker",2,2025-01-20,110
JP-10197,Data Scientist,141000,"Seattle, WA",Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"TensorFlow, XGBoost, Scala",3,2025-11-01,113
JP-10198,Data Engineer,165000,"San Francisco, CA",On-Site,Senior (6-10 yrs),Education,Mid-Market (201-1000),"Scala, AWS, MySQL, Databricks, Java, Git",6,2025-12-11,93
JP-10199,BI Analyst,84000,"Denver, CO",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"MySQL, R, Tableau, BigQuery",4,2025-11-30,78
JP-10200,Data Engineer,99000,"Dallas, TX",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Looker, Python, MySQL, Scala, BigQuery, Kafka, Databricks",7,2025-03-21,77
JP-10201,BI Analyst,87000,"Raleigh, NC",Remote,Senior (6-10 yrs),Education,Startup (1-50),"Scala, R, Tableau",3,2025-10-08,142
JP-10202,Data Scientist,88000,"Minneapolis, MN",Remote,Entry (0-2 yrs),Retail,Large (1001-5000),"Scikit-learn, AWS, R, PyTorch, Google Sheets, dbt, Docker",7,2025-04-06,187
JP-10203,Senior Data Analyst,144000,Remote,Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"Spark MLlib, GCP, Databricks, PyTorch, Power BI",5,2025-04-26,131
JP-10204,Data Analyst,56000,"Nashville, TN",Hybrid,Entry (0-2 yrs),Insurance,Startup (1-50),"R, Redshift, Java, Looker",4,2025-12-19,99
JP-10205,Senior Data Engineer,231000,"Dallas, TX",Remote,Lead (10+ yrs),Technology,Enterprise (5000+),"TensorFlow, Git, Docker, Python, SQL, MySQL, MongoDB",7,2025-11-10,128
JP-10206,Data Engineer,114000,"Portland, OR",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"Docker, Kafka, Redshift, Java, Snowflake, Databricks, Scikit-learn, R, MySQL",9,2025-08-07,83
JP-10207,Data Scientist,161000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"Scala, BigQuery, Redshift, XGBoost",4,2025-09-22,69
JP-10208,BI Analyst,80000,Remote,Remote,Mid (3-5 yrs),Education,Small (51-200),"Looker, PostgreSQL, BigQuery",3,2025-04-03,96
JP-10209,BI Analyst,63000,Remote,Remote,Entry (0-2 yrs),Finance,Large (1001-5000),"Tableau, AWS, Scala, Azure, Excel",5,2025-07-13,168
JP-10210,Senior Data Scientist,252000,"San Francisco, CA",Remote,Lead (10+ yrs),Manufacturing,Mid-Market (201-1000),"PostgreSQL, Azure, Python, Airflow, Excel, Docker",6,2025-08-21,136
JP-10211,Data Scientist,148000,"New York, NY",Hybrid,Mid (3-5 yrs),Retail,Small (51-200),"MySQL, Tableau, Power BI, Python, PyTorch, Spark MLlib, R",7,2025-01-19,79
JP-10212,Data Analyst,58000,"Chicago, IL",Hybrid,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"PostgreSQL, Redshift, Excel, R, Looker",5,2025-05-13,134
JP-10213,Senior Data Scientist,196000,Remote,Remote,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"R, Azure, Java, Redshift, Scikit-learn, BigQuery",6,2025-01-06,108
JP-10214,Data Engineer,128000,"Minneapolis, MN",Remote,Mid (3-5 yrs),Healthcare,Startup (1-50),"MongoDB, XGBoost, Docker, Spark MLlib, dbt, SQL, Redshift, Azure, AWS",9,2025-10-12,113
JP-10215,Senior Data Scientist,255000,"Austin, TX",Hybrid,Lead (10+ yrs),Finance,Enterprise (5000+),"Python, Kafka, Google Sheets, Spark MLlib, Git",5,2025-05-02,82
JP-10216,Business Analyst,45000,"Raleigh, NC",Hybrid,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"Excel, Python",2,2025-06-17,123
JP-10217,Data Analyst,64000,"Raleigh, NC",On-Site,Mid (3-5 yrs),Technology,Enterprise (5000+),"PostgreSQL, Airflow, Scala, Tableau, MongoDB",5,2025-06-14,70
JP-10218,Senior Data Analyst,148000,"Chicago, IL",Hybrid,Senior (6-10 yrs),Technology,Enterprise (5000+),"Google Sheets, MongoDB, Scala, Azure",4,2025-01-26,81
JP-10219,Data Analyst,59000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Finance,Startup (1-50),"Looker, Excel, Scala",3,2025-08-27,107
JP-10220,Senior Data Scientist,197000,"New York, NY",On-Site,Mid (3-5 yrs),Finance,Large (1001-5000),"GCP, MySQL, Spark MLlib, R, Java, PyTorch, Docker, Databricks",8,2025-07-27,77
JP-10221,BI Analyst,77000,"Phoenix, AZ",Hybrid,Senior (6-10 yrs),Healthcare,Large (1001-5000),"Excel, Scala",2,2025-10-18,87
JP-10222,BI Analyst,59000,"Dallas, TX",Remote,Entry (0-2 yrs),Insurance,Large (1001-5000),"Redshift, Excel",2,2025-12-17,210
JP-10223,BI Analyst,69000,"Phoenix, AZ",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Power BI, Tableau",2,2025-04-11,94
JP-10224,Senior Data Analyst,108000,"Nashville, TN",Remote,Senior (6-10 yrs),Education,Enterprise (5000+),"Tableau, Google Sheets",2,2025-07-09,156
JP-10225,Analytics Engineer,107000,Remote,Remote,Mid (3-5 yrs),Government,Startup (1-50),"Python, dbt, BigQuery, Looker, Excel",5,2025-12-10,110
JP-10226,Data Analyst,111000,"San Francisco, CA",Hybrid,Senior (6-10 yrs),Retail,Small (51-200),"Excel, Scala, R",3,2025-10-10,81
JP-10227,BI Analyst,77000,"Denver, CO",Remote,Entry (0-2 yrs),Healthcare,Mid-Market (201-1000),"XGBoost, PostgreSQL, Google Sheets",3,2025-08-27,154
JP-10228,Data Scientist,95000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Retail,Small (51-200),"BigQuery, Scala, SQL, MongoDB, XGBoost",5,2025-12-22,87
JP-10229,ML Engineer,122000,"Minneapolis, MN",On-Site,Entry (0-2 yrs),Healthcare,Large (1001-5000),"MySQL, SQL, AWS, PyTorch, Kafka, Git",6,2025-05-14,121
JP-10230,BI Analyst,63000,"Austin, TX",Remote,Entry (0-2 yrs),Government,Mid-Market (201-1000),"Excel, Google Sheets",2,2025-10-23,198
JP-10231,BI Analyst,89000,"Boston, MA",Hybrid,Entry (0-2 yrs),Technology,Large (1001-5000),"Spark MLlib, XGBoost, Excel, Scala, Google Sheets, Snowflake",6,2025-08-10,95
JP-10232,Data Engineer,156000,"Miami, FL",Remote,Senior (6-10 yrs),Technology,Small (51-200),"R, GCP, PostgreSQL",3,2025-07-30,110
JP-10233,Data Analyst,80000,"New York, NY",Hybrid,Entry (0-2 yrs),Technology,Small (51-200),"TensorFlow, Tableau, Google Sheets, XGBoost, Scala",5,2025-05-10,120
JP-10234,Business Analyst,101000,"Miami, FL",Remote,Lead (10+ yrs),Media,Mid-Market (201-1000),"MySQL, Airflow, Looker, Power BI, BigQuery",5,2025-04-02,129
JP-10235,Data Engineer,172000,"New York, NY",Hybrid,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"XGBoost, Looker, Scikit-learn, Airflow, BigQuery, Docker, Redshift, Python, Snowflake",9,2025-12-19,71
JP-10236,BI Analyst,80000,"Atlanta, GA",Hybrid,Mid (3-5 yrs),Consulting,Enterprise (5000+),"Excel, SQL, Python, Tableau",4,2025-06-03,77
JP-10237,Senior Data Engineer,167000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"GCP, Power BI, Excel, Snowflake, PostgreSQL, Airflow, R",7,2025-10-24,69
JP-10238,Senior Data Analyst,111000,"New York, NY",On-Site,Entry (0-2 yrs),Education,Mid-Market (201-1000),"Looker, Scikit-learn, Tableau, Databricks, R, XGBoost",6,2025-06-16,116
JP-10239,Data Analyst,110000,"Miami, FL",Hybrid,Lead (10+ yrs),Technology,Mid-Market (201-1000),"Excel, Redshift, Azure, Python",4,2025-09-07,97
JP-10240,Data Analyst,108000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Finance,Large (1001-5000),"R, BigQuery, Excel, Google Sheets, Java",5,2025-06-28,96
JP-10241,Data Scientist,149000,"Dallas, TX",Remote,Lead (10+ yrs),Retail,Enterprise (5000+),"XGBoost, Azure, Airflow, Scala, Spark MLlib, R, Looker, Power BI, Git",9,2025-01-27,131
JP-10242,ML Engineer,167000,"Seattle, WA",On-Site,Mid (3-5 yrs),Education,Mid-Market (201-1000),"XGBoost, BigQuery, SQL, Azure, AWS",5,2025-03-16,96
JP-10243,Senior Data Analyst,111000,"Portland, OR",Remote,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Tableau, SQL, Looker, PyTorch, Databricks, Snowflake",6,2025-02-14,147
JP-10244,Data Scientist,111000,"Dallas, TX",On-Site,Mid (3-5 yrs),Healthcare,Small (51-200),"Power BI, Spark MLlib, R, BigQuery",4,2025-09-03,77
JP-10245,BI Analyst,58000,"Minneapolis, MN",Remote,Entry (0-2 yrs),Consulting,Mid-Market (201-1000),"Looker, Databricks, AWS",3,2025-08-21,198
JP-10246,Data Scientist,149000,"Seattle, WA",On-Site,Senior (6-10 yrs),Retail,Small (51-200),"Tableau, Databricks, MongoDB, Google Sheets, Azure, PostgreSQL, PyTorch, Python",8,2025-03-31,77
JP-10247,Data Engineer,130000,"Minneapolis, MN",Hybrid,Entry (0-2 yrs),Finance,Enterprise (5000+),"Redshift, R, GCP, Scala, Kafka",5,2025-08-20,106
JP-10248,Data Engineer,185000,"Phoenix, AZ",On-Site,Lead (10+ yrs),Technology,Enterprise (5000+),"Python, TensorFlow, MySQL, Airflow, Redshift, Git, Databricks, AWS",8,2025-02-02,79
JP-10249,Data Analyst,54000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Healthcare,Mid-Market (201-1000),"Looker, dbt, Kafka, Redshift, Snowflake, Java, MySQL, Scala",8,2025-01-22,96
JP-10250,ML Engineer,148000,"Portland, OR",Hybrid,Mid (3-5 yrs),Consulting,Mid-Market (201-1000),"dbt, Scikit-learn, SQL, R",4,2025-10-07,78
JP-10251,ML Engineer,156000,"Boston, MA",On-Site,Mid (3-5 yrs),Insurance,Mid-Market (201-1000),"MongoDB, Snowflake, XGBoost",3,2025-11-13,82
JP-10252,Analytics Engineer,94000,"Atlanta, GA",Remote,Senior (6-10 yrs),Retail,Startup (1-50),"MongoDB, Excel, Kafka, R, Snowflake, BigQuery, SQL, Databricks, Spark MLlib",9,2025-10-15,134
JP-10253,Data Analyst,107000,"Minneapolis, MN",Hybrid,Senior (6-10 yrs),Finance,Enterprise (5000+),"Redshift, Airflow",2,2025-02-03,69
JP-10254,ML Engineer,132000,"Portland, OR",Hybrid,Senior (6-10 yrs),Technology,Startup (1-50),"Scala, BigQuery, Snowflake, PyTorch",4,2025-03-20,82
JP-10255,Business Analyst,95000,Remote,Remote,Mid (3-5 yrs),Retail,Enterprise (5000+),"Snowflake, Power BI, AWS",3,2025-11-18,115
JP-10256,Senior Data Engineer,210000,Remote,Remote,Senior (6-10 yrs),Consulting,Enterprise (5000+),"GCP, Power BI, MySQL, Kafka, PostgreSQL, Scala",6,2025-10-06,113
JP-10257,Business Analyst,76000,"Boston, MA",On-Site,Entry (0-2 yrs),Consulting,Enterprise (5000+),"Google Sheets, SQL",2,2025-02-22,114
JP-10258,Senior Data Analyst,144000,"Dallas, TX",On-Site,Senior (6-10 yrs),Consulting,Enterprise (5000+),"Redshift, Excel, Kafka, Tableau, Azure",5,2025-01-15,79
JP-10259,BI Analyst,100000,"New York, NY",Remote,Mid (3-5 yrs),Finance,Large (1001-5000),"Databricks, Java, Tableau, Python, Excel",5,2025-02-19,123
JP-10260,BI Analyst,58000,"Nashville, TN",Remote,Entry (0-2 yrs),Finance,Enterprise (5000+),"Scala, SQL, Google Sheets, Power BI",4,2025-05-25,158
JP-10261,Data Analyst,99000,"Phoenix, AZ",Remote,Senior (6-10 yrs),Education,Large (1001-5000),"Spark MLlib, Power BI, XGBoost, Airflow, Excel",5,2025-09-24,123
JP-10262,Data Analyst,62000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Finance,Large (1001-5000),"BigQuery, Scala, Excel, Power BI",4,2025-12-12,109
JP-10263,Data Scientist,113000,"New York, NY",Hybrid,Entry (0-2 yrs),Technology,Large (1001-5000),"BigQuery, TensorFlow, Python, Docker, MongoDB",5,2025-07-02,120
JP-10264,Data Scientist,99000,"Portland, OR",Hybrid,Mid (3-5 yrs),Media,Mid-Market (201-1000),"Scikit-learn, MySQL, Tableau, Google Sheets, MongoDB, Java",6,2025-08-27,72
JP-10265,Senior Data Analyst,120000,"Miami, FL",Hybrid,Senior (6-10 yrs),Manufacturing,Small (51-200),"Snowflake, PyTorch, Excel, Python, Java, MongoDB",6,2025-12-04,89
JP-10266,Senior Data Scientist,160000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"MongoDB, AWS, Java, Airflow, Kafka, PyTorch, GCP",7,2025-11-28,73
JP-10267,Business Analyst,73000,"New York, NY",Hybrid,Entry (0-2 yrs),Technology,Enterprise (5000+),"Google Sheets, Excel",2,2025-10-20,120
JP-10268,Business Analyst,75000,"Portland, OR",On-Site,Mid (3-5 yrs),Finance,Startup (1-50),"Google Sheets, Python, R",3,2025-01-25,77
JP-10269,Business Analyst,89000,"Portland, OR",On-Site,Lead (10+ yrs),Consulting,Large (1001-5000),"Google Sheets, Scala, SQL",3,2025-04-13,74
JP-10270,Data Scientist,100000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Education,Large (1001-5000),"R, Databricks, BigQuery, Snowflake, Excel",5,2025-08-11,65
JP-10271,Data Scientist,107000,"Raleigh, NC",On-Site,Senior (6-10 yrs),Technology,Large (1001-5000),"GCP, Scala, XGBoost, Power BI",4,2025-03-11,71
JP-10272,Data Analyst,68000,"Phoenix, AZ",Remote,Mid (3-5 yrs),Technology,Large (1001-5000),"Scala, Tableau, Python",3,2025-03-13,148
JP-10273,Senior Data Analyst,113000,"Portland, OR",Hybrid,Senior (6-10 yrs),Retail,Small (51-200),"Tableau, Java",2,2025-08-05,73
JP-10274,Senior Data Analyst,156000,"New York, NY",Remote,Senior (6-10 yrs),Manufacturing,Small (51-200),"MongoDB, Power BI, Python, PostgreSQL",4,2025-12-20,118
JP-10275,ML Engineer,161000,"Miami, FL",Remote,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"GCP, TensorFlow, R, Docker, PyTorch, Kafka, Snowflake, Scala",8,2025-07-31,129
JP-10276,ML Engineer,170000,"Boston, MA",Hybrid,Mid (3-5 yrs),Technology,Enterprise (5000+),"Scikit-learn, Java",2,2025-11-19,69
JP-10277,Data Scientist,112000,"Miami, FL",Remote,Mid (3-5 yrs),Healthcare,Small (51-200),"XGBoost, Redshift, R",3,2025-04-12,148
JP-10278,Data Analyst,96000,"Boston, MA",Hybrid,Senior (6-10 yrs),Healthcare,Mid-Market (201-1000),"Scala, MongoDB, Azure, Excel, AWS, Tableau",6,2025-08-21,81
JP-10279,BI Analyst,72000,"Atlanta, GA",Remote,Senior (6-10 yrs),Media,Small (51-200),"Power BI, Java, R, MySQL",4,2025-05-01,110
JP-10280,Data Engineer,142000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"Databricks, Scikit-learn, GCP, Kafka, Java",5,2025-09-16,81
JP-10281,Data Engineer,154000,"Chicago, IL",Hybrid,Lead (10+ yrs),Healthcare,Mid-Market (201-1000),"BigQuery, MongoDB, Airflow, AWS, Scala",5,2025-11-10,68
JP-10282,BI Analyst,53000,"Nashville, TN",Hybrid,Entry (0-2 yrs),Consulting,Mid-Market (201-1000),"Azure, Java, Power BI, Scala",4,2025-07-02,113
JP-10283,ML Engineer,162000,"Dallas, TX",Hybrid,Senior (6-10 yrs),Technology,Startup (1-50),"Docker, SQL, Scikit-learn, TensorFlow, Google Sheets",5,2025-06-18,72
JP-10284,Data Analyst,59000,"Miami, FL",Hybrid,Mid (3-5 yrs),Insurance,Mid-Market (201-1000),"BigQuery, Excel, Redshift",3,2025-04-19,82
JP-10285,Analytics Engineer,152000,"Phoenix, AZ",Remote,Senior (6-10 yrs),Healthcare,Enterprise (5000+),"Snowflake, Excel, dbt, Airflow, MySQL, SQL, MongoDB, Tableau",8,2025-07-18,124
JP-10286,Data Scientist,155000,"Portland, OR",Hybrid,Senior (6-10 yrs),Retail,Large (1001-5000),"Google Sheets, Scikit-learn, Power BI, MongoDB, PyTorch, Python, MySQL",7,2025-06-01,59
JP-10287,Senior Data Scientist,186000,"Dallas, TX",On-Site,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"Scala, Scikit-learn, SQL, Azure, Docker, Google Sheets, Kafka, Spark MLlib, Snowflake",9,2025-12-11,65
JP-10288,Data Analyst,48000,"Dallas, TX",Remote,Entry (0-2 yrs),Healthcare,Startup (1-50),"Looker, Java, Scala, Google Sheets",4,2025-01-08,172
JP-10289,Senior Data Analyst,72000,"Raleigh, NC",Hybrid,Entry (0-2 yrs),Healthcare,Small (51-200),"Redshift, AWS, XGBoost, Scala, Excel, MySQL",6,2025-01-05,120
JP-10290,Data Analyst,68000,"Raleigh, NC",Hybrid,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"Google Sheets, PostgreSQL, Java, Python",4,2025-10-11,79
JP-10291,Data Analyst,78000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Insurance,Mid-Market (201-1000),"Looker, R, Python",3,2025-03-09,86
